activity_id,molecule_chembl_id,canonical_smiles,assay_chembl_id,assay_description,assay_type,assay_organism,assay_cell_type,assay_tissue,cell_chembl_id,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value,bao_endpoint,target_chembl_id,target_pref_name,target_type,target_organism,target_components,target_gene_symbols,document_chembl_id,document_journal,document_year,document_title,document_doi,document_pubmed_id,source_id,source_description,source_release,source_url
2293424,CHEMBL443619,O=C1CN(/N=C2\CCOc3ccc(Cl)cc32)C(=O)N1CCCCN1CCCCC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,6.2,nM,=,,8.21,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293426,CHEMBL475725,CCCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCCCC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,17.4,nM,=,,7.76,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293430,CHEMBL520069,CCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,106.0,nM,=,,6.97,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293431,CHEMBL475111,CCCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,180.0,nM,=,,6.75,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293432,CHEMBL123558,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,180.0,nM,=,,6.75,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293436,CHEMBL475724,CCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCCCC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,400.0,nM,=,,6.40,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293437,CHEMBL474106,CN1CCN(CCCCN2C(=O)CN(/N=C3\CCOc4ccc(C(N)=O)cc43)C2=O)CC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,450.0,nM,=,,6.35,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293438,CHEMBL515449,CCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCCCC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,450.0,nM,=,,6.35,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293439,CHEMBL488372,COc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,540.0,nM,=,,6.27,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293440,CHEMBL518889,Cc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,619.0,nM,=,,6.21,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293442,CHEMBL475109,COc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,1010.0,nM,=,,6.00,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293448,CHEMBL484801,CN1CCN(CCCN2C(=O)CN(/N=C3\CCOc4ccc(Cl)cc43)C2=O)CC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,3870.0,nM,=,,5.41,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293449,CHEMBL487756,CCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,4340.0,nM,=,,5.36,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293450,CHEMBL473496,CN1CCN(CCCCN2C(=O)CN(/N=C3\CCOc4ccc(Cl)cc43)C2=O)CC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,4700.0,nM,=,,5.33,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293452,CHEMBL515594,CCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,6150.0,nM,=,,5.21,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293453,CHEMBL475723,COc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCCCC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,7470.0,nM,=,,5.13,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293455,CHEMBL475110,CCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,11800.0,nM,=,,4.93,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293463,CHEMBL488159,Cc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCCCC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,22000.0,nM,=,,4.66,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293465,CHEMBL486321,CCCCOc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,39700.0,nM,=,,4.40,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293475,CHEMBL516360,Cc1ccc2c(c1)/C(=N/N1CC(=O)N(CCCCN3CCN(C)CC3)C1=O)CCO2,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,10000.0,nM,>,,,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293476,CHEMBL518885,O=C1CN(/N=C2\CCOc3ccc(O)cc32)C(=O)N1CCCCN1CCCCC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,10000.0,nM,>,,,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
2293478,CHEMBL473292,CN1CCN(CCCCN2C(=O)CN(/N=C3\CCOc4ccc(O)cc43)C2=O)CC1,CHEMBL1020710,Inhibition of ERG in guinea pig ventricular myocytes assessed as blockade of rapid delayed rectifier potassium current by whole cell patch-clamp technique,B,Cavia porcellus,Ventricular myocyte,,CHEMBL3833221,IC50,100000.0,nM,>,,,BAO_0000190,CHEMBL5557,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Cavia porcellus,O08703 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; KCNH2,CHEMBL1137751,Bioorg Med Chem Lett,2009,"Molecular hybridization, synthesis, and biological evaluation of novel chroman I(Kr) and I(Ks) dual blockers.",10.1016/j.bmcl.2009.01.022,19185489,1,Scientific Literature,,
3404415,CHEMBL1214402,NC(=O)c1cnc(-c2cnc3c(Nc4ccc(C(F)(F)F)cn4)ccnc3n2)c(C(F)(F)F)c1,CHEMBL1217643,Inhibition of human hERG,B,Homo sapiens,,,,IC50,5900.0,nM,=,,5.23,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1212834,Bioorg Med Chem Lett,2010,"Pyrido[2,3-b]pyrazines, discovery of TRPV1 antagonists with reduced potential for the formation of reactive metabolites.",10.1016/j.bmcl.2010.06.069,20615696,1,Scientific Literature,,
5126732,CHEMBL1645164,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(Br)cc3)CC2)n1,CHEMBL1646507,Inhibition of human hERG,B,Homo sapiens,,,,IC50,2230.0,nM,=,,5.65,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1641559,Bioorg Med Chem Lett,2011,"Facile synthesis and biological evaluation of 3,3-diphenylpropanoyl piperazines as T-type calcium channel blockers.",10.1016/j.bmcl.2010.11.033,21126876,1,Scientific Literature,,
5126733,CHEMBL1645167,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc3)CC2)n1,CHEMBL1646507,Inhibition of human hERG,B,Homo sapiens,,,,IC50,3830.0,nM,=,,5.42,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1641559,Bioorg Med Chem Lett,2011,"Facile synthesis and biological evaluation of 3,3-diphenylpropanoyl piperazines as T-type calcium channel blockers.",10.1016/j.bmcl.2010.11.033,21126876,1,Scientific Literature,,
5126734,CHEMBL1645172,Cc1ccc2nc(CN3CCN(C(=O)CC(c4ccccc4)c4ccc(F)cc4)CC3)oc2c1,CHEMBL1646507,Inhibition of human hERG,B,Homo sapiens,,,,IC50,2270.0,nM,=,,5.64,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1641559,Bioorg Med Chem Lett,2011,"Facile synthesis and biological evaluation of 3,3-diphenylpropanoyl piperazines as T-type calcium channel blockers.",10.1016/j.bmcl.2010.11.033,21126876,1,Scientific Literature,,
5126735,CHEMBL1645184,COc1ccc(C(CC(=O)N2CCN(Cc3nc4ccc(C)cc4o3)CC2)c2ccccc2)cc1,CHEMBL1646507,Inhibition of human hERG,B,Homo sapiens,,,,IC50,1160.0,nM,=,,5.94,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1641559,Bioorg Med Chem Lett,2011,"Facile synthesis and biological evaluation of 3,3-diphenylpropanoyl piperazines as T-type calcium channel blockers.",10.1016/j.bmcl.2010.11.033,21126876,1,Scientific Literature,,
5126736,CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL1646507,Inhibition of human hERG,B,Homo sapiens,,,,IC50,1400.0,nM,=,,5.85,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1641559,Bioorg Med Chem Lett,2011,"Facile synthesis and biological evaluation of 3,3-diphenylpropanoyl piperazines as T-type calcium channel blockers.",10.1016/j.bmcl.2010.11.033,21126876,1,Scientific Literature,,
5293959,CHEMBL1688243,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CHEMBL1695229,Inhibition of human hERG,B,Homo sapiens,,,,IC50,4500.0,nM,=,,5.35,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1687698,ACS Med Chem Lett,2010,"Discovery of INCB9471, a Potent, Selective, and Orally Bioavailable CCR5 Antagonist with Potent Anti-HIV-1 Activity.",10.1021/ml1001536,24900235,1,Scientific Literature,,
6160435,CHEMBL1761103,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(Cl)cc4)nc4ccccc43)CC2)c1,CHEMBL1764027,Inhibition hERG by patch clamp method,B,,,,,IC50,3.0,nM,=,,8.52,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1759894,Bioorg Med Chem Lett,2011,Synthesis and SAR investigations of novel 2-arylbenzimidazole derivatives as melanin-concentrating hormone receptor 1 (MCH-R1) antagonists.,10.1016/j.bmcl.2011.02.099,21420863,1,Scientific Literature,,
