molecule_chembl_id,assay_chembl_id,activity_id,canonical_smiles,assay_description,assay_type,assay_organism,assay_cell_type,assay_tissue,cell_chembl_id,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value,bao_endpoint,target_chembl_id,target_pref_name,target_type,target_organism,target_components,target_gene_symbols,document_chembl_id,document_journal,document_year,document_title,document_doi,document_pubmed_id,source_id,source_description,source_release,source_url,standard_value_num,pchembl_value_num,standard_units_norm,relation_preserved,endpoint_class,standard_value_nM,standard_value_M,p_activity_bound,p_activity_relation,censoring_type,p_ic50_ki,p_ic50_ki_relation,is_percent_inhibition,test_concentration_M,test_concentration_unit,test_concentration_raw_value,test_concentration_method,test_concentration_source,percent_inhibition_value,pseudo_ic50_M_n1,pseudo_pic50_n1,hill_assumed,p_ic50_bound_value,p_ic50_bound_relation,pseudo_ic50_method,p_ic50_bound_method,p_ic50_modeling,p_ic50_modeling_relation,p_ic50_modeling_method,smiles_missing,smiles_is_valid,smiles_validation_method,priority_has_modeled_pic50,priority_score,standard_value_num_median,standard_value_nM_median,standard_value_M_median,p_activity_bound_median,p_ic50_ki_median,pchembl_value_num_median,test_concentration_M_median,test_concentration_raw_value_median,percent_inhibition_value_median,pseudo_ic50_M_n1_median,pseudo_pic50_n1_median,p_ic50_bound_value_median,p_ic50_modeling_median,hill_assumed_median,n_selected_measurements,n_total_measurements_in_group
CHEMBL203045,CHEMBL868944,1702070,CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,Inhibitory activity against human hERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,IC50,2200.0,nM,=,,5.66,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146123,Bioorg Med Chem Lett,2006,"Kinesin spindle protein (KSP) inhibitors. Part 2: the design, synthesis, and characterization of 2,4-diaryl-2,5-dihydropyrrole inhibitors of the mitotic kinesin KSP.",10.1016/j.bmcl.2006.01.030,16439123.0,1,Scientific Literature,,,2200.0,5.66,nm,=,ic50_ki,2200.0,2.2e-06,5.657577319177793,=,uncensored_or_approx,5.657577319177793,=,False,,,,,,,,,,,,,,5.657577319177793,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,2200.0,2200.0,2.2e-06,5.657577319177793,5.657577319177793,5.66,,,,,,,5.657577319177793,,1,1
CHEMBL203169,CHEMBL866509,1692824,C[C@@H](c1ccc(-c2cn(C)c(=O)cc2CO)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F,Binding to human ERG potassium channel,B,Homo sapiens,,,,IC50,100000.0,nM,>,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138985,Bioorg Med Chem Lett,2006,"Discovery of potent, selective, and orally bioavailable pyridone-based dipeptidyl peptidase-4 inhibitors.",10.1016/j.bmcl.2005.11.052,16332437.0,1,Scientific Literature,,,100000.0,,nm,>,ic50_ki,100000.0,0.0001,4.0,<,right_censored_lower_bound,4.0,<,False,,,,,,,,,,,,,,4.0,<,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,100000.0,100000.0,0.0001,4.0,4.0,,,,,,,,4.0,,1,1
CHEMBL203185,CHEMBL866525,1693619,O=C(NCc1ccccc1)[C@@H]1CCC[C@H]1C(O)CCc1ccc(OC(F)(F)F)cc1,Displacement of [35S]-labeled MK499 from hERG at 10 uM,B,Homo sapiens,,,,Inhibition,68.0,%,=,,,BAO_0000201,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138981,Bioorg Med Chem Lett,2006,"Synthesis and SAR of 1,2-trans-(1-hydroxy-3-phenylprop-1-yl)cyclopentane carboxamide derivatives, a new class of sodium channel blockers.",10.1016/j.bmcl.2005.11.051,16337121.0,1,Scientific Literature,,,60.0,,%,=,percent_inhibition,,,,=,uncensored_or_approx,,,True,9.999999999999999e-06,um,10.0,parsed_molar_text,assay_description,60.0,6.666666666666667e-06,5.176091259055681,1.0,5.0,>,single_point_percent_n1,single_point_bound_from_test_concentration,5.176091259055681,=,pseudo_from_percent_single_point_n1,False,True,regex_fallback_no_rdkit,1,7,60.0,,,,,,9.999999999999999e-06,10.0,60.0,6.666666666666667e-06,5.176091259055681,5.0,5.176091259055681,1.0,3,3
CHEMBL203230,CHEMBL865567,1696025,C[C@@H]1CNC[C@H]2Cc3ccc(Cl)nc3N21,Inhibition of hERG potassium channel expressed in CHO cells by whole cell patch clamp method,T,Homo sapiens,CHO,,CHEMBL3308072,IC50,40000.0,nM,=,,4.4,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139653,Bioorg Med Chem Lett,2006,"Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.",10.1016/j.bmcl.2005.11.083,16361098.0,1,Scientific Literature,,,40000.0,4.4,nm,=,ic50_ki,40000.0,4e-05,4.3979400086720375,=,uncensored_or_approx,4.3979400086720375,=,False,,,,,,,,,,,,,,4.3979400086720375,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,40000.0,40000.0,4e-05,4.3979400086720375,4.3979400086720375,4.4,,,,,,,4.3979400086720375,,1,1
CHEMBL203277,CHEMBL868863,1731521,C[C@H](OC1CCC2NC1(c1ccccc1)CC2c1nnn(C)n1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Displacement of [35S]-labeled MK499 from cloned hERG expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,,,,Not Determined,,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146106,Bioorg Med Chem Lett,2006,1-Phenyl-8-azabicyclo[3.2.1]octane ethers: a novel series of neurokinin (NK1) antagonists.,10.1016/j.bmcl.2005.12.069,16413782.0,1,Scientific Literature,,,,,,,ic50_ki,,,,,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,12,,,,,,,,,,,,,,,1,1
CHEMBL203400,CHEMBL865594,1695182,CCOC(=O)[C@@H]1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1,Displacement of [35S]-labeled MK-499 from cloned human ERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,5000.0,nM,>,,,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139656,Bioorg Med Chem Lett,2006,Aminoalkyl phenyl sulfones--a novel series of 5-HT7 receptor ligands.,10.1016/j.bmcl.2005.11.067,16337790.0,1,Scientific Literature,,,5000.0,,nm,>,ic50_ki,5000.0,5e-06,5.301029995663981,<,right_censored_lower_bound,5.301029995663981,<,False,,,,,,,,,,,,,,5.301029995663981,<,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,5000.0,5000.0,5e-06,5.301029995663981,5.301029995663981,,,,,,,,5.301029995663981,,1,1
CHEMBL203404,CHEMBL860568,1686602,CC(=O)N1CCN(c2nccc(Nc3ncc(C#N)s3)n2)CC1,Displacement of [3H]dofetilide from human ERG,B,Homo sapiens,,,,Activity,,,,Not Determined,,BAO_0000375,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138163,Bioorg Med Chem Lett,2006,"Potent 2-[(pyrimidin-4-yl)amine}-1,3-thiazole-5-carbonitrile-based inhibitors of VEGFR-2 (KDR) kinase.",10.1016/j.bmcl.2005.11.089,16368234.0,1,Scientific Literature,,,,,,,other_nonstandard,,,,,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,4,,,,,,,,,,,,,,,1,1
CHEMBL203440,CHEMBL866525,1693621,O=C(NCc1ccccc1)[C@@H]1CCC[C@H]1C(O)CCc1cccc(OC(F)(F)F)c1,Displacement of [35S]-labeled MK499 from hERG at 10 uM,B,Homo sapiens,,,,Inhibition,89.0,%,=,,,BAO_0000201,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138981,Bioorg Med Chem Lett,2006,"Synthesis and SAR of 1,2-trans-(1-hydroxy-3-phenylprop-1-yl)cyclopentane carboxamide derivatives, a new class of sodium channel blockers.",10.1016/j.bmcl.2005.11.051,16337121.0,1,Scientific Literature,,,89.0,,%,=,percent_inhibition,,,,=,uncensored_or_approx,,,True,9.999999999999999e-06,um,10.0,parsed_molar_text,assay_description,89.0,1.235955056179775e-06,5.907997321486688,1.0,5.0,>,single_point_percent_n1,single_point_bound_from_test_concentration,5.907997321486688,=,pseudo_from_percent_single_point_n1,False,True,regex_fallback_no_rdkit,1,7,89.0,,,,,,9.999999999999999e-06,10.0,89.0,1.235955056179775e-06,5.907997321486688,5.0,5.907997321486688,1.0,1,1
CHEMBL203585,CHEMBL860568,1686601,CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,Displacement of [3H]dofetilide from human ERG,B,Homo sapiens,,,,Activity,3291.0,nM,=,,,BAO_0000181,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138163,Bioorg Med Chem Lett,2006,"Potent 2-[(pyrimidin-4-yl)amine}-1,3-thiazole-5-carbonitrile-based inhibitors of VEGFR-2 (KDR) kinase.",10.1016/j.bmcl.2005.11.089,16368234.0,1,Scientific Literature,,,3291.0,,nm,=,other_concentration,3291.0,3.2910000000000003e-06,5.482672117705627,=,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,7,3291.0,3291.0,3.2910000000000003e-06,5.482672117705627,,,,,,,,,,,1,1
CHEMBL203700,CHEMBL865929,1686242,CN(C)[C@H]1CC[C@](c2ccccc2)(N2CCC(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2=O)CC1,Displacement of labelled MK-499 from cloned channel hERG expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,984.0,nM,=,,6.01,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138170,Bioorg Med Chem Lett,2006,Novel lactam NK1 antagonists with anti-emetic activity.,10.1016/j.bmcl.2005.11.111,16384700.0,1,Scientific Literature,,,984.0,6.01,nm,=,ic50_ki,984.0,9.84e-07,6.007004901568658,=,uncensored_or_approx,6.007004901568658,=,False,,,,,,,,,,,,,,6.007004901568658,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,984.0,984.0,9.84e-07,6.007004901568658,6.007004901568658,6.01,,,,,,,6.007004901568658,,1,1
CHEMBL203907,CHEMBL860568,1686595,N#Cc1cnc(Nc2cc(N3CCCNCC3)ncn2)s1,Displacement of [3H]dofetilide from human ERG,B,Homo sapiens,,,,Activity,2951.0,nM,=,,,BAO_0000181,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138163,Bioorg Med Chem Lett,2006,"Potent 2-[(pyrimidin-4-yl)amine}-1,3-thiazole-5-carbonitrile-based inhibitors of VEGFR-2 (KDR) kinase.",10.1016/j.bmcl.2005.11.089,16368234.0,1,Scientific Literature,,,2951.0,,nm,=,other_concentration,2951.0,2.951e-06,5.5300307905000405,=,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,7,2951.0,2951.0,2.951e-06,5.5300307905000405,,,,,,,,,,,1,1
CHEMBL203909,CHEMBL861279,1683052,CC(=O)c1c(O)c(OCc2ccccc2)c2occc2c1OCc1ccccc1,Effect on blockade of Kv11.1 channel,F,Homo sapiens,,,,EC50,,,,Not Determined,,BAO_0000188,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138143,J Med Chem,2006,A new class of blockers of the voltage-gated potassium channel Kv1.3 via modification of the 4- or 7-position of khellinone.,10.1021/jm050839v,16480279.0,1,Scientific Literature,,,,,,,other_concentration,,,,,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,4,,,,,,,,,,,,,,,1,1
CHEMBL203961,CHEMBL865929,1686251,O=C1CN([C@H]2CC[C@](c3ccccc3)(N3CCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3=O)CC2)CCN1c1ccccc1,Displacement of labelled MK-499 from cloned channel hERG expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,1996.0,nM,=,,5.7,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138170,Bioorg Med Chem Lett,2006,Novel lactam NK1 antagonists with anti-emetic activity.,10.1016/j.bmcl.2005.11.111,16384700.0,1,Scientific Literature,,,1996.0,5.7,nm,=,ic50_ki,1996.0,1.996e-06,5.699839463048647,=,uncensored_or_approx,5.699839463048647,=,False,,,,,,,,,,,,,,5.699839463048647,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,1996.0,1996.0,1.996e-06,5.699839463048647,5.699839463048647,5.7,,,,,,,5.699839463048647,,1,1
CHEMBL203993,CHEMBL866525,1693613,O=C(NCc1cc(Cl)cc(Cl)c1)[C@@H]1CCC[C@H]1C(O)CCc1ccc(OC(F)(F)F)cc1,Displacement of [35S]-labeled MK499 from hERG at 10 uM,B,Homo sapiens,,,,Inhibition,93.0,%,=,,,BAO_0000201,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138981,Bioorg Med Chem Lett,2006,"Synthesis and SAR of 1,2-trans-(1-hydroxy-3-phenylprop-1-yl)cyclopentane carboxamide derivatives, a new class of sodium channel blockers.",10.1016/j.bmcl.2005.11.051,16337121.0,1,Scientific Literature,,,93.0,,%,=,percent_inhibition,,,,=,uncensored_or_approx,,,True,9.999999999999999e-06,um,10.0,parsed_molar_text,assay_description,93.0,7.526881720430102e-07,6.123384908539679,1.0,5.0,>,single_point_percent_n1,single_point_bound_from_test_concentration,6.123384908539679,=,pseudo_from_percent_single_point_n1,False,True,regex_fallback_no_rdkit,1,7,93.0,,,,,,9.999999999999999e-06,10.0,93.0,7.526881720430102e-07,6.123384908539679,5.0,6.123384908539679,1.0,1,1
CHEMBL203995,CHEMBL866525,1693624,CN(Cc1ccccc1)C(=O)[C@@H]1CCC[C@H]1C(=O)NCc1ccc(OC(F)(F)F)cc1,Displacement of [35S]-labeled MK499 from hERG at 10 uM,B,Homo sapiens,,,,Inhibition,,%,,Not Determined,,BAO_0000201,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138981,Bioorg Med Chem Lett,2006,"Synthesis and SAR of 1,2-trans-(1-hydroxy-3-phenylprop-1-yl)cyclopentane carboxamide derivatives, a new class of sodium channel blockers.",10.1016/j.bmcl.2005.11.051,16337121.0,1,Scientific Literature,,,,,%,,percent_inhibition,,,,,uncensored_or_approx,,,True,9.999999999999999e-06,um,10.0,parsed_molar_text,assay_description,,,,,,,not_computed_missing_concentration_or_percent,no_bound_missing_concentration_or_percent,,,,False,True,regex_fallback_no_rdkit,0,4,,,,,,,9.999999999999999e-06,10.0,,,,,,,1,1
CHEMBL204163,CHEMBL860568,1686596,N#Cc1cnc(Nc2cc(N3CCCC(N)CC3)ncn2)s1,Displacement of [3H]dofetilide from human ERG,B,Homo sapiens,,,,Activity,1012.0,nM,=,,,BAO_0000181,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138163,Bioorg Med Chem Lett,2006,"Potent 2-[(pyrimidin-4-yl)amine}-1,3-thiazole-5-carbonitrile-based inhibitors of VEGFR-2 (KDR) kinase.",10.1016/j.bmcl.2005.11.089,16368234.0,1,Scientific Literature,,,1012.0,,nm,=,other_concentration,1012.0,1.012e-06,5.99481948749622,=,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,7,1012.0,1012.0,1.012e-06,5.99481948749622,,,,,,,,,,,1,1
CHEMBL204174,CHEMBL865594,1695181,CCOC(=O)[C@H]1CCCN(CCCC(C)(C)S(=O)(=O)c2ccccc2)C1,Displacement of [35S]-labeled MK-499 from cloned human ERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,,,,Not Determined,,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139656,Bioorg Med Chem Lett,2006,Aminoalkyl phenyl sulfones--a novel series of 5-HT7 receptor ligands.,10.1016/j.bmcl.2005.11.067,16337790.0,1,Scientific Literature,,,,,,,ic50_ki,,,,,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,12,,,,,,,,,,,,,,,1,1
CHEMBL204269,CHEMBL865594,1695179,CC(C)(CCCN1CCCC(c2ccccc2)C1)S(=O)(=O)c1ccccc1,Displacement of [35S]-labeled MK-499 from cloned human ERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,5000.0,nM,>,,,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139656,Bioorg Med Chem Lett,2006,Aminoalkyl phenyl sulfones--a novel series of 5-HT7 receptor ligands.,10.1016/j.bmcl.2005.11.067,16337790.0,1,Scientific Literature,,,5000.0,,nm,>,ic50_ki,5000.0,5e-06,5.301029995663981,<,right_censored_lower_bound,5.301029995663981,<,False,,,,,,,,,,,,,,5.301029995663981,<,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,5000.0,5000.0,5e-06,5.301029995663981,5.301029995663981,,,,,,,,5.301029995663981,,1,1
CHEMBL204369,CHEMBL868944,1702068,CC(C)[C@@H](N)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,Inhibitory activity against human hERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,IC50,,,,Not Determined,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146123,Bioorg Med Chem Lett,2006,"Kinesin spindle protein (KSP) inhibitors. Part 2: the design, synthesis, and characterization of 2,4-diaryl-2,5-dihydropyrrole inhibitors of the mitotic kinesin KSP.",10.1016/j.bmcl.2006.01.030,16439123.0,1,Scientific Literature,,,,,,,ic50_ki,,,,,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,12,,,,,,,,,,,,,,,1,1
CHEMBL204399,CHEMBL866525,1693603,O=S(=O)(NC[C@@H]1CCC[C@H]1C(O)CCc1ccccc1)c1ccc(OC(F)(F)F)cc1,Displacement of [35S]-labeled MK499 from hERG at 10 uM,B,Homo sapiens,,,,Inhibition,90.0,%,=,,,BAO_0000201,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138981,Bioorg Med Chem Lett,2006,"Synthesis and SAR of 1,2-trans-(1-hydroxy-3-phenylprop-1-yl)cyclopentane carboxamide derivatives, a new class of sodium channel blockers.",10.1016/j.bmcl.2005.11.051,16337121.0,1,Scientific Literature,,,90.0,,%,=,percent_inhibition,,,,=,uncensored_or_approx,,,True,9.999999999999999e-06,um,10.0,parsed_molar_text,assay_description,90.0,1.1111111111111106e-06,5.954242509439325,1.0,5.0,>,single_point_percent_n1,single_point_bound_from_test_concentration,5.954242509439325,=,pseudo_from_percent_single_point_n1,False,True,regex_fallback_no_rdkit,1,7,90.0,,,,,,9.999999999999999e-06,10.0,90.0,1.1111111111111106e-06,5.954242509439325,5.0,5.954242509439325,1.0,1,1
CHEMBL204408,CHEMBL868944,1702066,CC(C)(C)[C@H](N)C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1,Inhibitory activity against human hERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,IC50,1500.0,nM,=,,5.82,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146123,Bioorg Med Chem Lett,2006,"Kinesin spindle protein (KSP) inhibitors. Part 2: the design, synthesis, and characterization of 2,4-diaryl-2,5-dihydropyrrole inhibitors of the mitotic kinesin KSP.",10.1016/j.bmcl.2006.01.030,16439123.0,1,Scientific Literature,,,1500.0,5.82,nm,=,ic50_ki,1500.0,1.5e-06,5.823908740944319,=,uncensored_or_approx,5.823908740944319,=,False,,,,,,,,,,,,,,5.823908740944319,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,1500.0,1500.0,1.5e-06,5.823908740944319,5.823908740944319,5.82,,,,,,,5.823908740944319,,1,1
CHEMBL204446,CHEMBL860568,1686593,N#Cc1cnc(Nc2cc(N3CCN(CCN4CCOCC4)CC3)ncn2)s1,Displacement of [3H]dofetilide from human ERG,B,Homo sapiens,,,,Activity,5000.0,nM,=,,,BAO_0000181,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138163,Bioorg Med Chem Lett,2006,"Potent 2-[(pyrimidin-4-yl)amine}-1,3-thiazole-5-carbonitrile-based inhibitors of VEGFR-2 (KDR) kinase.",10.1016/j.bmcl.2005.11.089,16368234.0,1,Scientific Literature,,,5000.0,,nm,=,other_concentration,5000.0,5e-06,5.301029995663981,=,uncensored_or_approx,,,False,,,,,,,,,,,,,,,,,False,True,regex_fallback_no_rdkit,0,7,5000.0,5000.0,5e-06,5.301029995663981,,,,,,,,,,,1,1
CHEMBL204459,CHEMBL868944,1702067,N[C@H](C(=O)N1CC(c2cc(F)ccc2F)=C[C@H]1c1ccccc1)C1CC1,Inhibitory activity against human hERG receptor expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,IC50,3500.0,nM,=,,5.46,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146123,Bioorg Med Chem Lett,2006,"Kinesin spindle protein (KSP) inhibitors. Part 2: the design, synthesis, and characterization of 2,4-diaryl-2,5-dihydropyrrole inhibitors of the mitotic kinesin KSP.",10.1016/j.bmcl.2006.01.030,16439123.0,1,Scientific Literature,,,3500.0,5.46,nm,=,ic50_ki,3500.0,3.5000000000000004e-06,5.455931955649724,=,uncensored_or_approx,5.455931955649724,=,False,,,,,,,,,,,,,,5.455931955649724,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,3500.0,3500.0,3.5000000000000004e-06,5.455931955649724,5.455931955649724,5.46,,,,,,,5.455931955649724,,1,1
